iter	Logloss
0	0.5807310104
1	0.482775041
2	0.4092352154
3	0.3425379336
4	0.3011278173
5	0.265619639
6	0.2317687607
7	0.2022934883
8	0.1785169048
9	0.1618567495
10	0.14929817
11	0.139312754
12	0.1294231105
13	0.1211098303
14	0.1143379619
15	0.1070810587
16	0.1009232714
17	0.09671328874
18	0.09301808165
19	0.08866251881
20	0.08523592806
21	0.08270056099
22	0.08021149543
23	0.07759844641
24	0.07553298107
25	0.07269587122
26	0.07095539773
27	0.0691224609
28	0.06767835872
29	0.06652341192
30	0.06526217181
31	0.06387295884
32	0.06300237594
33	0.06204249002
34	0.06090890313
35	0.05985800262
36	0.05871661036
37	0.0576433384
38	0.05679924636
39	0.05601343217
40	0.05537245276
41	0.05445323195
42	0.0536852978
43	0.0532177179
44	0.05248289443
45	0.05172112649
46	0.05107077054
47	0.05040166731
48	0.04988904958
49	0.04920990551
50	0.0484257678
51	0.04780502085
52	0.04705091369
53	0.04657188397
54	0.04597896674
55	0.04538557652
56	0.04489669203
57	0.0445476552
58	0.04411232438
59	0.04334419663
60	0.04278881798
61	0.04248004647
62	0.0419723949
63	0.0415914468
64	0.04117703469
65	0.04077585204
66	0.04044114749
67	0.03984079868
68	0.03933576072
69	0.03887278202
70	0.03854946741
71	0.03817045465
72	0.03771354558
73	0.0374560909
74	0.03697009255
75	0.03670878564
76	0.0361706194
77	0.03587557245
78	0.03550469112
79	0.03501710064
80	0.03466124597
81	0.03435765864
82	0.034109964
83	0.03377777945
84	0.03336084533
85	0.03296782814
86	0.03278341077
87	0.03249785033
88	0.03231444695
89	0.03199851893
90	0.03169195792
91	0.031346659
92	0.03099525944
93	0.03070360283
94	0.03038061017
95	0.03018925332
96	0.02987423876
97	0.02956491403
98	0.02929703185
99	0.02899481764
100	0.02889833531
101	0.02847875108
102	0.02818018541
103	0.0279461752
104	0.02768827755
105	0.02744934946
106	0.02718959671
107	0.02695865831
108	0.02679507563
109	0.02649759221
110	0.02634968072
111	0.02616243997
112	0.02598398757
113	0.02575041836
114	0.0254958676
115	0.02528299222
116	0.02504742256
117	0.02486339043
118	0.02464125913
119	0.02440152519
120	0.02425784462
121	0.02408330762
122	0.02390281541
123	0.02378187147
124	0.02366115648
125	0.02349315426
126	0.02329977337
127	0.02314179476
128	0.02303866282
129	0.02273484278
130	0.02251488985
131	0.02229067711
132	0.02209615212
133	0.02197668882
134	0.02180952796
135	0.02164692951
136	0.02143928968
137	0.02127681311
138	0.02111951396
139	0.02101033549
140	0.02077303167
141	0.02062084465
142	0.02047585631
143	0.02036431907
144	0.02022660515
145	0.02012128799
146	0.01994248443
147	0.01977139085
148	0.01962389939
149	0.01949114835
150	0.0193107125
151	0.0191623034
152	0.01897535269
153	0.01878959885
154	0.01862978125
155	0.01850698446
156	0.01841297785
157	0.01831185207
158	0.01821250859
159	0.01811505399
160	0.01801810942
161	0.01788492967
162	0.01781865123
163	0.01762355688
164	0.01752811946
165	0.01739018425
166	0.01723803317
167	0.01714724212
168	0.01697148281
169	0.01682094565
170	0.01672399684
171	0.01659619405
172	0.01649322339
173	0.01635131133
174	0.01626354416
175	0.01617355124
176	0.0160619384
177	0.01599191681
178	0.01592489514
179	0.01571538447
180	0.01557273329
181	0.01550622535
182	0.01540832448
183	0.01528197016
184	0.01521973143
185	0.0151118472
186	0.01501519402
187	0.01494520607
188	0.01485518955
189	0.0147372229
190	0.01466918428
191	0.0145982877
192	0.01452533946
193	0.01441732521
194	0.01436048043
195	0.01428285938
196	0.0141911498
197	0.01406864863
198	0.01395369741
199	0.01382614641
200	0.01373946521
201	0.01360946237
202	0.01353101078
203	0.01346699874
204	0.01336971299
205	0.01326968594
206	0.01316744506
207	0.01309581186
208	0.01300263895
209	0.0129516236
210	0.01289981503
211	0.01285382049
212	0.01274645758
213	0.01266332442
214	0.01253436193
215	0.01246019296
216	0.01233453387
217	0.01227064304
218	0.01221129001
219	0.01212805773
220	0.01208156893
221	0.01201963702
222	0.01192886646
223	0.01185764201
224	0.01179655711
225	0.0116998955
226	0.01160197545
227	0.01153868793
228	0.01146299161
229	0.0113855867
230	0.01133083662
231	0.01125437454
232	0.01118434246
233	0.01109904527
234	0.01103732221
235	0.01099052718
236	0.01092802687
237	0.01087296039
238	0.01077053917
239	0.01067833627
240	0.01063981555
241	0.0105821075
242	0.01052261233
243	0.01046028733
244	0.01037960004
245	0.01029409885
246	0.01024911075
247	0.01020967352
248	0.01011817501
249	0.01004478454
